Season,Fish,Latitude,Longitude
1_2022_Overwintering,34-70,65.3778,-147.4553
1_2022_Overwintering,34-71,65.384,-147.399
1_2022_Overwintering,34-72,65.4647,-147.6929
1_2022_Overwintering,34-75,65.3795,-147.6216
1_2022_Overwintering,34-76,65.3818,-147.7258
1_2022_Overwintering,34-78,65.3959,-147.8067
1_2022_Overwintering,34-79,65.3918,-147.7788
1_2022_Overwintering,34-80,65.3984,-147.8121
1_2022_Overwintering,34-81,65.5476,-147.6793
1_2022_Overwintering,34-83,65.3987,-147.8374
1_2022_Overwintering,34-84,65.4607,-147.7039
1_2022_Overwintering,34-85,65.8038,-146.6431
1_2022_Overwintering,34-86,65.5437,-147.6709
1_2022_Overwintering,34-87,65.5216,-147.6601
1_2022_Overwintering,34-88,65.4598,-147.7064
1_2022_Overwintering,34-89,65.3964,-147.8271
1_2022_Overwintering,34-91,65.7258,-147.4088
1_2022_Overwintering,34-92,65.5216,-147.6601
1_2022_Overwintering,34-93,65.3928,-147.291
1_2022_Overwintering,34-94,65.4845,-147.6465
1_2022_Overwintering,34-95,65.5096,-147.6468
1_2022_Overwintering,34-96,65.5046,-147.6468
1_2022_Overwintering,34-97,65.5481,-147.681
1_2022_Overwintering,34-98,65.6049,-147.6526
1_2022_Overwintering,34-99,65.6058,-147.6514
2_2022_Spring_Spawning,34-100,65.5547,-147.6903
2_2022_Spring_Spawning,34-102,65.5616,-147.6874
2_2022_Spring_Spawning,34-103,65.5834,-147.6746
2_2022_Spring_Spawning,34-104,65.5517,-147.6898
2_2022_Spring_Spawning,34-105,65.5844,-147.6695
2_2022_Spring_Spawning,34-106,65.5842,-147.6705
2_2022_Spring_Spawning,34-107,65.6595,-147.5535
2_2022_Spring_Spawning,34-109,65.6078,-147.6512
2_2022_Spring_Spawning,34-11,65.4505,-147.7534
2_2022_Spring_Spawning,34-110,65.6441,-147.5928
2_2022_Spring_Spawning,34-111,65.6453,-147.5907
2_2022_Spring_Spawning,34-112,65.6466,-147.5891
2_2022_Spring_Spawning,34-113,65.651,-147.5817
2_2022_Spring_Spawning,34-114,65.8602,-146.4712
2_2022_Spring_Spawning,34-115,65.6242,-147.6235
2_2022_Spring_Spawning,34-116,65.7206,-147.3963
2_2022_Spring_Spawning,34-117,65.6726,-147.5342
2_2022_Spring_Spawning,34-119,65.689,-147.4897
2_2022_Spring_Spawning,34-120,65.7053,-147.4624
2_2022_Spring_Spawning,34-122,65.7205,-147.3858
2_2022_Spring_Spawning,34-124,65.729,-146.9927
2_2022_Spring_Spawning,34-125,65.7356,-146.8712
2_2022_Spring_Spawning,34-127,65.7988,-146.6572
2_2022_Spring_Spawning,34-128,65.7562,-147.1634
2_2022_Spring_Spawning,34-129,65.7342,-146.9524
2_2022_Spring_Spawning,34-13,65.3646,-147.0723
2_2022_Spring_Spawning,34-133,65.7736,-146.7596
2_2022_Spring_Spawning,34-134,65.7354,-147.0774
2_2022_Spring_Spawning,34-135,66.0833,-146.1205
2_2022_Spring_Spawning,34-14,65.3881,-147.2647
2_2022_Spring_Spawning,34-141,65.4113,-147.822
2_2022_Spring_Spawning,34-144,65.4504,-147.7545
2_2022_Spring_Spawning,34-146,65.3897,-147.1523
2_2022_Spring_Spawning,34-148,65.3702,-147.7266
2_2022_Spring_Spawning,34-149,65.399,-147.8029
2_2022_Spring_Spawning,34-15,65.4027,-147.0434
2_2022_Spring_Spawning,34-150,65.3514,-147.6906
2_2022_Spring_Spawning,34-151,65.3824,-147.6062
2_2022_Spring_Spawning,34-152,65.3675,-147.7171
2_2022_Spring_Spawning,34-154,65.4235,-147.7972
2_2022_Spring_Spawning,34-155,65.3923,-147.3031
2_2022_Spring_Spawning,34-156,65.393,-147.2923
2_2022_Spring_Spawning,34-158,65.3571,-147.6841
2_2022_Spring_Spawning,34-159,65.3781,-147.4601
2_2022_Spring_Spawning,34-17,65.5582,-147.6892
2_2022_Spring_Spawning,34-18,65.3779,-147.461
2_2022_Spring_Spawning,34-22,65.3404,-146.9394
2_2022_Spring_Spawning,34-23,65.3384,-146.9346
2_2022_Spring_Spawning,34-24,65.399,-147.7902
2_2022_Spring_Spawning,34-26,65.3466,-147.7104
2_2022_Spring_Spawning,34-27,65.4211,-147.2375
2_2022_Spring_Spawning,34-28,65.3776,-147.6274
2_2022_Spring_Spawning,34-29,65.7533,-146.8296
2_2022_Spring_Spawning,34-30,65.3774,-147.4697
2_2022_Spring_Spawning,34-31,65.3783,-147.5949
2_2022_Spring_Spawning,34-33,65.3313,-147.7656
2_2022_Spring_Spawning,34-34,65.3761,-147.6506
2_2022_Spring_Spawning,34-35,65.3819,-147.1093
2_2022_Spring_Spawning,34-36,65.3826,-147.383
2_2022_Spring_Spawning,34-37,65.6836,-147.5004
2_2022_Spring_Spawning,34-38,65.3833,-147.6041
2_2022_Spring_Spawning,34-39,65.3795,-147.7288
2_2022_Spring_Spawning,34-40,65.3564,-147.0242
2_2022_Spring_Spawning,34-41,65.3822,-147.1101
2_2022_Spring_Spawning,34-42,65.3826,-147.3336
2_2022_Spring_Spawning,34-43,65.3546,-147.0183
2_2022_Spring_Spawning,34-44,65.4035,-147.0373
2_2022_Spring_Spawning,34-45,65.3843,-147.3263
2_2022_Spring_Spawning,34-46,65.3612,-147.7016
2_2022_Spring_Spawning,34-47,65.4041,-147.0371
2_2022_Spring_Spawning,34-48,65.3434,-147.7268
2_2022_Spring_Spawning,34-49,65.3521,-147.6878
2_2022_Spring_Spawning,34-50,65.3829,-147.3415
2_2022_Spring_Spawning,34-51,65.3776,-147.109
2_2022_Spring_Spawning,34-52,65.385,-147.1093
2_2022_Spring_Spawning,34-53,65.3812,-147.1167
2_2022_Spring_Spawning,34-54,65.3631,-147.6989
2_2022_Spring_Spawning,34-55,65.3655,-147.7127
2_2022_Spring_Spawning,34-56,65.3922,-147.1632
2_2022_Spring_Spawning,34-57,65.3808,-147.3792
2_2022_Spring_Spawning,34-58,65.3852,-147.395
2_2022_Spring_Spawning,34-59,65.3516,-147.6897
2_2022_Spring_Spawning,34-61,65.3813,-147.3312
2_2022_Spring_Spawning,34-63,65.4118,-147.8221
2_2022_Spring_Spawning,34-64,65.3816,-147.4065
2_2022_Spring_Spawning,34-65,65.3923,-147.2847
2_2022_Spring_Spawning,34-66,65.3823,-147.6012
2_2022_Spring_Spawning,34-67,65.3785,-147.4457
2_2022_Spring_Spawning,34-68,65.4045,-147.0345
2_2022_Spring_Spawning,34-69,65.3785,-147.4556
2_2022_Spring_Spawning,34-70,65.3787,-147.4445
2_2022_Spring_Spawning,34-71,65.3772,-147.4734
2_2022_Spring_Spawning,34-72,65.3563,-147.6844
2_2022_Spring_Spawning,34-75,65.3486,-147.7011
2_2022_Spring_Spawning,34-76,65.3798,-147.7294
2_2022_Spring_Spawning,34-78,65.3976,-147.8114
2_2022_Spring_Spawning,34-79,65.3797,-147.6885
2_2022_Spring_Spawning,34-80,65.4182,-147.8137
2_2022_Spring_Spawning,34-81,65.5602,-147.6882
2_2022_Spring_Spawning,34-83,65.418,-147.8118
2_2022_Spring_Spawning,34-84,65.3958,-147.8077
2_2022_Spring_Spawning,34-85,65.8666,-146.4654
2_2022_Spring_Spawning,34-86,65.5511,-147.6871
2_2022_Spring_Spawning,34-87,65.457,-147.7163
2_2022_Spring_Spawning,34-88,65.4584,-147.7116
2_2022_Spring_Spawning,34-89,65.4572,-147.7153
2_2022_Spring_Spawning,34-91,65.7256,-147.409
2_2022_Spring_Spawning,34-92,65.5766,-147.683
2_2022_Spring_Spawning,34-93,65.3928,-147.285
2_2022_Spring_Spawning,34-94,65.5549,-147.6869
2_2022_Spring_Spawning,34-95,65.566,-147.6842
2_2022_Spring_Spawning,34-97,65.5075,-147.6543
2_2022_Spring_Spawning,34-98,65.5898,-147.6681
2_2022_Spring_Spawning,34-99,65.7275,-146.972
3_2022_Oversummering,34-100,65.5414,-147.6692
3_2022_Oversummering,34-102,65.5602,-147.6854
3_2022_Oversummering,34-103,65.5587,-147.6864
3_2022_Oversummering,34-104,65.5719,-147.6815
3_2022_Oversummering,34-105,65.5831,-147.6696
3_2022_Oversummering,34-106,65.5834,-147.6676
3_2022_Oversummering,34-107,65.584,-147.6657
3_2022_Oversummering,34-108,65.6556,-147.5628
3_2022_Oversummering,34-109,65.65,-147.5799
3_2022_Oversummering,34-11,65.4501,-147.7506
3_2022_Oversummering,34-110,65.6086,-147.6444
3_2022_Oversummering,34-111,65.6502,-147.584
3_2022_Oversummering,34-112,65.6474,-147.5859
3_2022_Oversummering,34-113,65.6488,-147.5823
3_2022_Oversummering,34-114,65.6981,-147.4725
3_2022_Oversummering,34-115,65.663,-147.5471
3_2022_Oversummering,34-116,65.667,-147.5426
3_2022_Oversummering,34-117,65.6661,-147.5436
3_2022_Oversummering,34-118,65.6497,-147.5845
3_2022_Oversummering,34-119,65.6904,-147.492
3_2022_Oversummering,34-120,65.693,-147.4831
3_2022_Oversummering,34-122,65.7213,-147.4334
3_2022_Oversummering,34-124,65.7289,-146.9898
3_2022_Oversummering,34-125,65.7292,-147.3396
3_2022_Oversummering,34-126,65.7553,-147.1714
3_2022_Oversummering,34-127,65.7384,-147.0789
3_2022_Oversummering,34-128,65.755,-147.1723
3_2022_Oversummering,34-129,65.7584,-147.1194
3_2022_Oversummering,34-13,65.3539,-146.6264
3_2022_Oversummering,34-131,65.759,-147.1214
3_2022_Oversummering,34-134,65.7374,-147.0745
3_2022_Oversummering,34-135,65.7335,-146.9571
3_2022_Oversummering,34-14,65.3507,-146.6401
3_2022_Oversummering,34-141,65.5357,-146.5747
3_2022_Oversummering,34-144,65.45,-147.7531
3_2022_Oversummering,34-146,65.3894,-147.1339
3_2022_Oversummering,34-148,65.3529,-147.6928
3_2022_Oversummering,34-149,65.3969,-147.0753
3_2022_Oversummering,34-150,65.3905,-147.1554
3_2022_Oversummering,34-151,65.5339,-146.6014
3_2022_Oversummering,34-152,65.5425,-146.491
3_2022_Oversummering,34-155,65.5481,-146.7245
3_2022_Oversummering,34-156,65.3933,-147.2893
3_2022_Oversummering,34-158,65.3076,-147.8058
3_2022_Oversummering,34-159,65.3773,-147.4561
3_2022_Oversummering,34-18,65.3778,-147.4644
3_2022_Oversummering,34-19,65.4528,-147.1915
3_2022_Oversummering,34-21,65.4032,-147.0382
3_2022_Oversummering,34-22,65.3306,-146.7692
3_2022_Oversummering,34-23,65.3339,-146.8357
3_2022_Oversummering,34-24,65.3385,-146.9326
3_2022_Oversummering,34-26,65.3502,-147.0023
3_2022_Oversummering,34-27,65.469,-147.1909
3_2022_Oversummering,34-28,65.3897,-147.1368
3_2022_Oversummering,34-29,65.4287,-146.9708
3_2022_Oversummering,34-30,65.334,-146.7434
3_2022_Oversummering,34-31,65.3341,-146.8392
3_2022_Oversummering,34-33,65.3626,-146.7413
3_2022_Oversummering,34-34,65.3797,-147.6922
3_2022_Oversummering,34-35,65.3825,-147.1203
3_2022_Oversummering,34-36,65.3662,-147.0561
3_2022_Oversummering,34-37,65.3357,-146.8665
3_2022_Oversummering,34-38,65.3363,-146.8794
3_2022_Oversummering,34-40,65.337,-146.9081
3_2022_Oversummering,34-41,65.3367,-146.9035
3_2022_Oversummering,34-42,65.337,-146.9105
3_2022_Oversummering,34-43,65.35,-147.0017
3_2022_Oversummering,34-44,65.403,-147.0392
3_2022_Oversummering,34-45,65.3426,-146.99
3_2022_Oversummering,34-46,65.3528,-147.0123
3_2022_Oversummering,34-47,65.4035,-147.0371
3_2022_Oversummering,34-49,65.4782,-146.5745
3_2022_Oversummering,34-50,65.3789,-147.4891
3_2022_Oversummering,34-51,65.3817,-147.1141
3_2022_Oversummering,34-52,65.3818,-147.1082
3_2022_Oversummering,34-53,65.3821,-147.1132
3_2022_Oversummering,34-54,65.5373,-146.5484
3_2022_Oversummering,34-55,65.3969,-147.0753
3_2022_Oversummering,34-56,65.4027,-147.0403
3_2022_Oversummering,34-57,65.3968,-147.2083
3_2022_Oversummering,34-58,65.3925,-147.1729
3_2022_Oversummering,34-59,65.3936,-147.2957
3_2022_Oversummering,34-61,65.3842,-147.33
3_2022_Oversummering,34-63,65.3926,-147.2845
3_2022_Oversummering,34-64,65.3838,-147.405
3_2022_Oversummering,34-65,65.3931,-147.2881
3_2022_Oversummering,34-66,65.3786,-147.4535
3_2022_Oversummering,34-67,65.3791,-147.4593
3_2022_Oversummering,34-68,65.4179,-146.9577
3_2022_Oversummering,34-69,65.4124,-147.2521
3_2022_Oversummering,34-70,65.3774,-147.4491
3_2022_Oversummering,34-71,65.4061,-147.2635
3_2022_Oversummering,34-72,65.3931,-147.2881
3_2022_Oversummering,34-74,65.4219,-147.8023
3_2022_Oversummering,34-75,65.3769,-147.7413
3_2022_Oversummering,34-76,65.3803,-147.7266
3_2022_Oversummering,34-81,65.4156,-147.8136
3_2022_Oversummering,34-83,65.4201,-147.8084
3_2022_Oversummering,34-84,65.4481,-147.7503
3_2022_Oversummering,34-85,65.4274,-147.7798
3_2022_Oversummering,34-86,65.55,-147.6858
3_2022_Oversummering,34-87,65.4563,-147.7169
3_2022_Oversummering,34-88,65.4604,-147.7092
3_2022_Oversummering,34-89,65.4608,-147.7085
3_2022_Oversummering,34-91,65.4632,-147.6316
3_2022_Oversummering,34-92,65.4629,-147.5979
3_2022_Oversummering,34-93,65.3917,-147.288
3_2022_Oversummering,34-94,65.5036,-147.4942
3_2022_Oversummering,34-95,65.4671,-147.6876
3_2022_Oversummering,34-97,65.5443,-147.6873
3_2022_Oversummering,34-99,65.5395,-147.6709
4_2023_Overwintering,34-100,65.5434,-147.667
4_2023_Overwintering,34-103,65.5829,-147.691
4_2023_Overwintering,34-105,65.5826,-147.6756
4_2023_Overwintering,34-106,65.6005,-147.6612
4_2023_Overwintering,34-107,65.7067,-147.4559
4_2023_Overwintering,34-110,65.6692,-147.5376
4_2023_Overwintering,34-111,65.6511,-147.5829
4_2023_Overwintering,34-116,65.682,-147.5027
4_2023_Overwintering,34-117,65.6894,-147.4934
4_2023_Overwintering,34-119,65.6908,-147.4887
4_2023_Overwintering,34-120,65.6946,-147.4839
4_2023_Overwintering,34-124,65.7289,-146.9823
4_2023_Overwintering,34-125,65.7286,-147.3227
4_2023_Overwintering,34-128,65.7554,-147.1706
4_2023_Overwintering,34-129,65.7346,-147.0633
4_2023_Overwintering,34-131,65.997,-146.2434
4_2023_Overwintering,34-133,65.7587,-146.8026
4_2023_Overwintering,34-14,65.3963,-147.2117
4_2023_Overwintering,34-144,65.4524,-147.7557
4_2023_Overwintering,34-146,65.3916,-147.1368
4_2023_Overwintering,34-149,65.3977,-147.0621
4_2023_Overwintering,34-150,65.3937,-147.1564
4_2023_Overwintering,34-151,65.3828,-147.387
4_2023_Overwintering,34-152,65.386,-147.3955
4_2023_Overwintering,34-155,65.3961,-147.2135
4_2023_Overwintering,34-156,65.3948,-147.2926
4_2023_Overwintering,34-159,65.3794,-147.4419
4_2023_Overwintering,34-18,65.3757,-147.4698
4_2023_Overwintering,34-19,65.3813,-147.6219
