Date,Fish,Latitude,Longitude
6/26/2023,34-58,65.3948,-147.2117
6/26/2023,34-61,65.3845,-147.3304
6/26/2023,34-64,65.3830,-147.4040
6/26/2023,34-65,65.3895,-147.2864
6/26/2023,34-66,65.3809,-147.4404
6/26/2023,34-67,65.3753,-147.4527
6/26/2023,34-70,65.3763,-147.4473
6/26/2023,34-72,65.3774,-147.6372
6/26/2023,34-75,65.3778,-147.7408
6/26/2023,34-76,65.3784,-147.7286
6/26/2023,34-81,65.4183,-147.8127
6/26/2023,34-84,65.4517,-147.7501
6/26/2023,34-85,65.4294,-147.7812
6/26/2023,34-86,65.5521,-147.6816
6/26/2023,34-88,65.4594,-147.7077
6/26/2023,34-89,65.4594,-147.7077
6/26/2023,34-90,65.4245,-147.7974
6/26/2023,34-91,65.4625,-147.6299
6/26/2023,34-94,65.5081,-147.4888
6/26/2023,34-95,65.4719,-147.6696
6/26/2023,34-99,65.5407,-147.6710
6/26/2023,34-101,65.5503,-147.6772
6/26/2023,34-105,65.5838,-147.6711
6/26/2023,34-106,65.5858,-147.6659
6/26/2023,34-110,65.6076,-147.6450
6/26/2023,34-111,65.6504,-147.5794
6/26/2023,34-117,65.6662,-147.5425
6/26/2023,34-118,65.6509,-147.5783
6/26/2023,34-120,65.6938,-147.4838
6/26/2023,34-124,65.7295,-146.9887
6/26/2023,34-125,65.7296,-147.3420
6/26/2023,34-134,65.7388,-147.0773
6/26/2023,34-135,66.0147,-146.2076
6/26/2023,34-141,65.5361,-146.6303
6/26/2023,34-144,65.4495,-147.7519
6/26/2023,34-146,65.3891,-147.1416
6/26/2023,34-149,65.3975,-147.0629
6/26/2023,34-150,65.3873,-147.1565
6/26/2023,34-151,65.5345,-146.6054
6/26/2023,34-155,65.4254,-146.9784
6/26/2023,34-159,65.3758,-147.4616
